id_item_pedido,id_pedido,id_produto,quantidade,preco_unitario_venda
3075,2017,107,2,91.42
3076,2017,269,3,246.1
3077,2017,484,3,111.88
3078,2018,381,1,295.22
3079,2018,377,2,369.2
3080,2018,371,2,91.37
3081,2018,276,2,94.24
3082,2018,488,2,54.7
3083,2019,124,3,374.96
3084,2019,248,1,357.82
3085,2020,144,2,170.24
3086,2020,340,3,270.92
3087,2020,491,2,187.62
3088,2021,308,2,214.12
3089,2022,320,3,291.49
3090,2023,276,3,98.81
3091,2024,324,1,386.16
3092,2024,246,1,370.58
3093,2024,326,3,300.5
3094,2024,124,1,372.68
3095,2025,272,3,331.04
3096,2025,429,3,190.03
3097,2025,167,3,260.24
3098,2026,393,3,129.88
3099,2026,434,2,85.65
3100,2026,258,3,78.86
3101,2026,324,3,371.56
3102,2027,121,3,176.02
3103,2027,436,2,203.73
3104,2027,212,2,321.88
3105,2027,172,1,130.11
3106,2027,267,3,228.47
3107,2028,349,1,375.67
3108,2029,221,2,219.85
3109,2029,491,2,167.77
3110,2030,234,2,236.56
3111,2030,414,3,367.4
3112,2031,306,3,229.32
3113,2031,412,1,158.51
3114,2031,474,1,322.43
3115,2031,209,3,60.2
3116,2032,110,2,379.79
3117,2032,471,3,71.38
3118,2032,379,3,32.01
3119,2032,424,1,296.53
3120,2032,154,2,33.97
3121,2033,293,1,353.62
3122,2033,127,3,328.27
3123,2033,330,1,455.53
3124,2033,108,3,200.12
3125,2033,160,2,26.58
3126,2034,388,1,414.56
3127,2034,110,1,357.22
3128,2034,380,2,119.91
3129,2034,156,3,452.05
3130,2034,150,2,491.15
3131,2035,230,2,270.57
3132,2035,310,2,186.28
3133,2035,290,2,88.97
3134,2035,180,2,86.07
3135,2036,166,2,155.68
3136,2037,332,2,144.68
3137,2037,183,3,409.2
3138,2037,356,3,272.68
3139,2037,259,2,231.65
3140,2037,120,3,281.34
3141,2038,432,3,157.85
3142,2038,332,1,131.22
3143,2038,219,3,315.38
3144,2038,489,2,276.14
3145,2038,149,2,490.95
3146,2039,189,2,196.83
3147,2039,143,2,101.5
3148,2039,495,2,64.5
3149,2040,271,1,320.47
3150,2040,235,1,284.17
3151,2040,321,2,281.1
3152,2040,277,3,89.2
3153,2041,407,2,265.5
3154,2041,247,3,126.2
3155,2042,145,3,364.23
3156,2042,394,1,119.38
3157,2042,474,2,291.18
3158,2043,405,3,183.59
3159,2043,320,1,384.49
3160,2043,197,3,260.77
3161,2044,227,3,188.58
3162,2044,267,3,299.5
3163,2044,189,2,218.83
3164,2044,102,3,284.32
3165,2045,438,3,454.89
3166,2045,324,2,309.75
3167,2045,239,1,187.76
3168,2046,456,1,83.96
3169,2046,198,2,61.83
3170,2046,281,2,418.51
3171,2046,386,1,153.41
3172,2047,469,1,315.31
3173,2047,207,3,441.72
3174,2047,163,3,86.66
3175,2047,138,1,379.37
3176,2048,240,1,49.0
3177,2048,422,2,382.45
3178,2048,347,2,394.55
3179,2049,378,3,352.99
3180,2049,362,2,170.03
3181,2049,370,1,316.32
3182,2049,325,1,32.74
3183,2050,301,1,180.7
3184,2050,117,3,377.98
3185,2051,209,2,69.57
3186,2051,154,3,26.07
3187,2051,178,2,194.7
3188,2051,332,1,141.4
3189,2051,310,1,229.82
3190,2052,325,2,33.16
3191,2052,415,2,217.76
3192,2052,361,1,398.26
3193,2052,250,2,161.07
3194,2053,428,3,144.92
3195,2053,251,3,295.98
3196,2053,395,2,449.8
3197,2053,413,1,180.12
3198,2054,314,2,194.49
3199,2054,354,1,156.2
3200,2055,310,3,244.81
3201,2055,410,1,268.75
3202,2055,270,1,69.18
3203,2055,317,2,316.37
3204,2056,491,1,224.97
3205,2056,139,2,84.35
3206,2057,155,2,191.97
3207,2057,108,2,218.34
3208,2058,207,3,380.75
3209,2059,197,1,333.69
3210,2059,264,3,317.0
3211,2060,363,1,354.74
3212,2061,244,3,136.91
3213,2061,181,1,191.18
3214,2061,376,1,148.66
3215,2061,406,1,283.33
3216,2062,430,2,244.47
3217,2062,137,1,70.58
3218,2062,497,3,180.35
3219,2062,389,2,198.8
3220,2062,149,2,424.25
3221,2063,145,2,377.01
3222,2063,144,1,138.29
3223,2063,497,2,245.54
3224,2064,194,1,327.02
3225,2064,281,1,432.09
3226,2064,120,1,251.22
3227,2064,435,1,331.33
3228,2065,354,3,179.45
3229,2065,168,1,345.96
3230,2065,273,1,30.51
3231,2066,457,1,55.04
3232,2066,319,3,181.8
3233,2066,498,1,410.48
3234,2066,313,1,340.5
3235,2066,372,2,198.39
3236,2067,346,3,158.25
3237,2067,355,3,250.37
3238,2067,170,3,193.41
3239,2068,133,1,147.48
3240,2068,414,2,394.87
3241,2068,195,2,200.9
3242,2068,315,2,368.69
3243,2068,374,1,275.78
3244,2069,491,2,189.17
3245,2070,159,2,233.87
3246,2070,216,2,94.32
3247,2071,370,3,283.14
3248,2072,244,1,149.93
3249,2073,417,1,321.76
3250,2073,180,1,66.88
3251,2074,479,3,86.04
3252,2074,304,1,337.36
3253,2074,424,1,279.54
3254,2075,353,2,36.84
3255,2075,268,3,312.3
3256,2075,368,3,155.36
3257,2076,416,1,281.37
3258,2076,187,2,177.19
3259,2076,161,2,58.33
3260,2076,179,3,335.31
3261,2076,207,1,459.04
3262,2077,444,3,91.02
3263,2077,495,2,68.79
3264,2077,158,2,43.74
3265,2077,447,1,93.48
3266,2078,351,2,28.72
3267,2078,429,1,195.66
3268,2078,306,2,220.91
3269,2079,333,3,294.69
3270,2079,344,3,174.69
3271,2079,394,1,124.1
3272,2080,486,2,419.55
3273,2080,311,3,198.46
3274,2080,224,2,65.77
3275,2081,427,3,267.34
3276,2081,109,2,309.52
3277,2081,273,3,34.98
3278,2082,285,1,193.07
3279,2082,480,2,175.95
3280,2082,117,3,389.71
3281,2082,475,1,418.28
3282,2083,149,3,365.55
3283,2083,217,2,222.68
3284,2084,102,2,352.68
3285,2084,222,1,357.75
3286,2084,292,3,396.17
3287,2084,316,2,298.35
3288,2084,125,1,44.88
3289,2085,147,3,373.05
3290,2086,268,1,360.13
3291,2086,323,1,248.21
3292,2087,128,3,212.88
3293,2087,140,2,302.32
3294,2087,167,2,267.44
3295,2087,217,1,305.83
3296,2088,250,1,139.94
3297,2089,198,1,64.69
3298,2089,344,1,184.47
3299,2090,409,3,215.79
3300,2091,479,2,96.13
3301,2091,491,1,185.99
3302,2091,427,3,267.65
3303,2091,384,1,226.23
3304,2092,103,2,339.1
3305,2093,220,3,378.3
3306,2093,314,1,193.3
3307,2093,289,1,113.73
3308,2093,322,1,144.71
3309,2094,157,1,352.6
3310,2094,115,1,49.85
3311,2094,370,2,342.5
3312,2095,128,2,224.64
3313,2096,112,1,340.0
3314,2096,186,1,239.41
3315,2096,329,2,177.8
3316,2096,142,3,287.9
3317,2097,289,2,129.08
3318,2098,199,1,361.12
3319,2098,354,3,180.45
3320,2098,417,2,311.0
3321,2099,184,2,65.63
3322,2099,262,3,389.68
3323,2099,368,3,145.98
3324,2100,405,3,207.43
3325,2100,474,3,259.27
3326,2100,151,2,34.05
3327,2100,263,1,241.97
3328,2100,233,1,63.51
3329,2101,181,2,172.89
3330,2102,260,2,312.46
3331,2102,314,2,202.94
3332,2102,445,1,83.05
3333,2102,480,2,165.88
3334,2102,466,2,397.84
3335,2103,450,2,40.43
3336,2104,259,2,203.23
3337,2104,378,2,374.34
3338,2104,103,1,357.55
3339,2105,433,1,124.05
3340,2106,146,2,433.01
3341,2106,154,1,27.42
3342,2106,119,1,417.52
3343,2106,165,2,437.27
3344,2107,147,3,334.4
3345,2107,424,3,386.32
3346,2108,116,1,98.25
3347,2108,341,3,194.24
3348,2109,233,1,80.36
3349,2109,392,1,125.77
3350,2109,433,3,125.2
3351,2109,249,1,247.8
3352,2110,464,2,268.52
3353,2111,249,1,311.7
3354,2111,244,1,166.66
3355,2112,256,3,347.39
3356,2112,136,1,366.44
3357,2113,263,2,199.75
3358,2113,324,1,380.71
3359,2113,486,3,429.09
3360,2113,218,1,167.9
3361,2114,165,3,456.88
3362,2114,141,2,116.2
3363,2114,234,2,288.69
3364,2115,406,2,323.64
3365,2115,460,2,277.97
3366,2115,222,2,341.73
3367,2115,317,2,354.93
3368,2115,134,2,232.97
3369,2116,267,1,243.12
3370,2116,220,1,303.48
3371,2116,486,2,370.58
3372,2117,105,2,47.01
3373,2117,266,3,230.14
3374,2117,153,1,143.29
3375,2118,344,3,225.44
3376,2118,215,3,205.88
3377,2119,481,1,391.06
3378,2119,488,3,71.28
3379,2119,355,3,206.5
3380,2119,451,1,313.85
3381,2120,320,3,289.93
3382,2120,484,2,120.14
3383,2120,293,1,439.11
3384,2120,493,3,319.37
3385,2120,108,2,228.01
3386,2121,425,2,271.2
3387,2121,351,2,23.56
3388,2121,224,1,80.95
3389,2122,291,3,230.16
3390,2122,412,2,190.78
3391,2123,345,1,200.48
3392,2123,319,3,144.0
3393,2123,180,2,69.0
3394,2123,140,3,294.68
3395,2123,460,2,259.21
3396,2124,125,2,34.91
3397,2124,389,1,203.82
3398,2124,143,3,130.7
3399,2125,419,2,155.27
3400,2125,457,2,68.45
3401,2125,110,3,391.53
3402,2126,390,1,280.53
3403,2126,437,2,454.66
3404,2127,348,3,432.3
3405,2127,135,3,241.5
3406,2127,474,1,308.72
3407,2128,126,2,182.15
3408,2128,480,3,185.62
3409,2128,189,2,267.57
3410,2128,426,1,435.75
3411,2128,278,2,84.33
3412,2129,191,3,402.33
3413,2129,431,3,173.53
3414,2129,373,3,283.45
3415,2129,128,2,217.86
3416,2130,146,1,417.13
3417,2130,442,1,408.96
3418,2131,271,3,411.85
3419,2131,384,1,211.3
3420,2131,183,1,424.76
3421,2131,142,1,285.21
3422,2131,349,2,427.42
3423,2132,454,3,246.93
3424,2133,277,2,107.09
3425,2133,190,3,73.79
3426,2133,160,2,36.45
3427,2133,243,1,185.19
3428,2133,463,2,242.75
3429,2134,262,3,385.97
3430,2134,459,2,227.95
3431,2135,152,3,246.29
3432,2135,470,1,241.75
3433,2136,195,1,207.48
3434,2136,223,2,150.2
3435,2136,290,3,81.03
3436,2137,417,3,320.15
3437,2138,276,1,78.46
3438,2138,440,2,57.87
3439,2139,440,2,76.94
3440,2139,429,1,170.91
3441,2140,287,2,394.23
3442,2140,479,3,81.47
3443,2140,354,3,168.69
3444,2140,462,3,376.36
3445,2140,252,3,259.91
3446,2141,208,2,333.41
3447,2141,333,1,279.38
3448,2141,470,3,235.36
3449,2141,449,1,148.62
3450,2142,144,1,156.65
3451,2142,153,3,132.6
3452,2143,223,3,152.81
3453,2144,116,2,124.66
3454,2145,492,3,360.19
3455,2145,234,2,207.72
3456,2145,243,3,163.28
3457,2146,465,3,288.22
3458,2146,188,1,172.12
3459,2146,474,1,330.66
3460,2147,118,3,376.06
3461,2147,228,3,31.67
3462,2148,131,3,113.06
3463,2148,207,3,359.17
3464,2148,154,1,29.16
3465,2148,370,2,332.55
3466,2149,366,1,366.42
3467,2149,187,1,177.38
3468,2149,158,2,40.18
3469,2149,480,3,214.19
3470,2150,433,1,145.62
3471,2150,417,3,368.15
3472,2150,135,2,254.12
3473,2150,219,1,243.96
3474,2151,255,2,312.77
3475,2151,379,3,27.95
3476,2151,227,3,213.53
3477,2151,328,3,446.04
3478,2151,433,2,126.39
3479,2152,379,1,35.54
3480,2152,207,2,469.66
3481,2153,395,2,431.13
3482,2153,257,2,214.33
3483,2153,116,2,102.75
3484,2154,108,2,170.96
3485,2155,265,3,356.9
3486,2155,366,1,318.35
3487,2155,236,3,174.96
3488,2156,499,3,165.89
3489,2157,192,3,60.34
3490,2157,219,3,237.17
3491,2157,130,1,183.65
3492,2157,374,2,268.83
3493,2157,403,3,361.57
3494,2158,364,2,289.15
3495,2158,213,2,389.46
3496,2158,291,2,235.64
3497,2159,265,1,465.45
3498,2160,329,1,181.65
3499,2161,449,2,151.72
3500,2161,440,3,72.6
3501,2161,492,1,355.13
3502,2161,394,1,124.95
3503,2162,154,3,30.67
3504,2163,114,3,87.74
3505,2163,206,3,148.28
3506,2164,231,3,365.48
3507,2164,350,2,313.57
3508,2165,105,1,40.57
3509,2165,424,3,371.64
3510,2165,313,1,262.81
3511,2165,398,1,85.22
3512,2166,247,2,151.4
3513,2167,345,1,156.37
3514,2168,194,2,360.37
3515,2168,455,2,325.51
3516,2168,321,3,282.38
3517,2168,345,1,197.16
3518,2169,132,2,40.58
3519,2169,169,3,355.04
3520,2169,113,2,328.83
3521,2170,297,2,381.35
3522,2170,162,1,124.89
3523,2171,182,3,353.35
3524,2171,419,2,159.76
3525,2171,439,3,489.56
3526,2171,220,2,335.42
3527,2172,106,3,316.94
3528,2172,410,2,309.8
3529,2172,483,2,301.76
3530,2173,268,3,312.54
3531,2173,481,3,378.53
3532,2173,500,1,264.13
3533,2173,329,2,186.99
3534,2174,118,2,405.59
3535,2174,426,2,326.4
3536,2175,454,3,297.04
3537,2175,348,2,451.81
3538,2175,190,1,82.61
3539,2176,431,2,132.97
3540,2176,408,3,329.73
3541,2176,225,1,50.44
3542,2176,113,1,390.7
3543,2177,422,1,452.57
3544,2177,118,2,342.58
3545,2177,376,1,177.68
3546,2178,110,3,470.61
3547,2178,231,2,265.49
3548,2178,284,2,302.03
3549,2178,103,1,385.49
3550,2179,120,1,261.32
3551,2179,312,2,156.8
3552,2179,229,3,259.04
3553,2180,209,2,64.55
3554,2180,375,2,384.57
3555,2180,285,2,192.76
3556,2180,383,3,237.31
3557,2180,245,2,307.0
3558,2181,328,2,477.83
3559,2181,199,3,371.15
3560,2181,341,3,197.48
3561,2182,146,3,422.11
3562,2183,297,2,444.33
3563,2184,131,3,108.98
3564,2184,289,3,119.37
3565,2184,112,2,346.11
3566,2185,112,2,275.86
3567,2185,137,2,72.88
3568,2185,424,2,315.39
3569,2186,348,3,363.22
3570,2186,197,1,279.58
3571,2186,454,1,252.49
3572,2186,181,3,202.73
3573,2187,335,2,27.7
3574,2187,184,2,84.57
3575,2187,293,1,397.97
3576,2187,231,2,340.83
3577,2187,404,2,339.93
3578,2188,411,1,444.71
3579,2188,258,1,61.01
3580,2188,378,1,412.38
3581,2188,496,1,305.66
3582,2188,224,2,71.3
3583,2189,482,3,80.59
3584,2189,493,2,246.76
3585,2189,405,3,204.73
3586,2190,335,3,25.33
3587,2190,395,1,383.89
3588,2190,237,2,209.46
3589,2190,257,1,173.46
3590,2190,439,2,436.06
3591,2191,231,2,345.68
3592,2191,397,1,139.62
3593,2191,249,3,251.65
3594,2191,358,2,76.75
3595,2191,430,2,265.35
3596,2192,304,3,318.87
3597,2192,345,2,156.6
3598,2192,393,2,117.95
3599,2192,332,3,150.49
3600,2193,241,1,109.76
3601,2193,389,1,176.65
3602,2194,163,2,93.45
3603,2194,376,3,174.14
3604,2194,327,2,56.36
3605,2194,322,2,128.51
3606,2195,486,1,355.56
3607,2195,142,3,305.04
3608,2195,198,2,61.66
3609,2195,230,1,263.4
3610,2196,208,1,349.98
3611,2196,397,2,129.18
3612,2196,108,3,179.46
3613,2196,316,2,271.33
3614,2196,160,1,30.41
3615,2197,476,1,370.43
3616,2197,403,3,374.64
3617,2197,313,2,342.45
3618,2197,256,2,337.11
3619,2198,347,1,363.12
3620,2198,282,2,269.9
3621,2198,340,1,363.59
3622,2198,287,3,494.25
3623,2199,285,2,137.87
3624,2200,417,2,388.57
3625,2200,418,3,362.37
3626,2200,376,2,173.42
3627,2201,168,2,424.32
3628,2201,423,1,255.9
3629,2201,237,3,246.86
3630,2202,273,3,33.93
3631,2202,443,3,285.18
3632,2202,486,3,393.53
3633,2203,274,3,33.58
3634,2203,195,1,188.17
3635,2204,114,3,69.17
3636,2204,211,1,283.93
3637,2204,183,2,330.36
3638,2205,167,3,246.8
3639,2205,457,1,63.85
3640,2205,393,2,130.34
3641,2205,385,2,347.64
3642,2206,398,2,86.53
3643,2206,181,3,161.08
3644,2206,319,2,186.1
3645,2206,310,2,200.97
3646,2206,377,1,371.83
3647,2207,499,2,145.43
3648,2207,257,2,198.16
3649,2208,247,1,142.01
3650,2208,124,1,268.63
3651,2208,409,2,179.79
3652,2208,322,2,151.41
3653,2208,354,2,176.68
3654,2209,172,2,122.1
3655,2209,316,2,249.22
3656,2209,134,3,246.35
3657,2210,449,2,127.56
3658,2210,112,3,320.32
3659,2211,276,3,105.16
3660,2211,119,1,380.72
3661,2212,279,2,94.4
3662,2213,132,2,46.02
3663,2213,173,1,263.26
3664,2213,443,1,330.27
3665,2213,133,1,166.05
3666,2213,484,2,104.63
3667,2214,110,1,450.93
3668,2214,495,2,67.81
3669,2214,192,2,62.09
3670,2214,467,1,334.02
3671,2214,243,3,199.25
3672,2215,102,1,296.11
3673,2215,445,3,77.44
3674,2215,413,3,227.48
3675,2215,431,3,165.73
3676,2215,254,2,284.53
3677,2216,227,1,150.19
3678,2217,180,3,79.35
3679,2217,407,1,314.14
3680,2217,283,3,121.86
3681,2217,143,3,129.5
3682,2217,197,1,286.08
3683,2218,289,3,94.64
3684,2219,449,2,124.58
3685,2219,230,1,274.47
3686,2219,249,1,269.5
3687,2219,207,3,409.3
3688,2220,182,3,384.19
3689,2220,298,1,134.24
3690,2220,346,1,196.05
3691,2221,423,2,295.23
3692,2221,225,1,52.71
3693,2221,475,1,319.66
3694,2221,344,1,184.98
3695,2221,141,2,132.82
3696,2222,306,1,221.15
3697,2223,281,1,450.8
3698,2223,328,3,398.15
3699,2223,243,3,176.25
3700,2224,226,3,361.41
3701,2224,303,3,98.41
3702,2224,491,3,193.92
3703,2224,224,3,74.54
3704,2224,441,3,399.53
3705,2225,405,1,163.21
3706,2225,370,2,346.88
3707,2225,360,2,283.62
3708,2226,376,2,145.61
3709,2226,143,1,123.43
3710,2226,327,2,58.63
3711,2226,185,3,273.71
3712,2227,296,2,178.36
3713,2227,484,2,134.85
3714,2227,263,2,232.5
3715,2227,441,3,474.58
3716,2227,110,2,478.11
3717,2228,461,1,105.94
3718,2229,391,1,318.52
3719,2230,228,3,37.86
3720,2230,129,1,82.66
3721,2230,325,3,27.57
3722,2231,418,2,415.98
3723,2231,284,2,354.53
3724,2231,399,1,154.18
3725,2232,439,1,488.43
3726,2233,469,2,355.63
3727,2234,303,2,93.72
3728,2234,147,1,401.15
3729,2234,456,1,69.7
3730,2235,441,3,415.18
3731,2236,198,1,47.23
3732,2236,331,2,417.26
3733,2236,115,2,44.27
3734,2236,104,1,349.38
3735,2236,462,3,282.62
3736,2237,210,2,319.43
3737,2237,405,2,162.57
3738,2237,438,1,460.22
3739,2237,103,1,310.36
3740,2238,390,1,272.49
3741,2238,140,3,317.1
3742,2238,181,1,156.62
3743,2239,108,1,206.14
3744,2239,207,3,423.72
3745,2239,239,3,202.8
3746,2240,128,1,186.06
3747,2240,261,1,166.49
3748,2240,239,1,221.47
3749,2240,470,1,181.87
3750,2241,143,1,101.68
3751,2241,465,1,274.49
3752,2241,117,2,423.99
3753,2241,262,3,419.86
3754,2242,463,1,213.14
3755,2243,413,3,207.07
3756,2243,178,2,199.03
3757,2243,500,1,266.82
3758,2244,488,2,50.14
3759,2244,411,2,420.78
3760,2244,268,2,262.07
3761,2245,293,1,411.12
3762,2245,280,1,81.98
3763,2245,187,1,172.56
3764,2246,488,1,63.23
3765,2246,235,3,248.1
3766,2246,357,2,285.79
3767,2247,273,2,27.78
3768,2247,479,3,92.82
3769,2247,498,2,441.72
3770,2247,160,2,31.16
3771,2248,296,1,167.81
3772,2249,111,1,326.8
3773,2249,444,2,85.85
3774,2249,351,1,26.21
3775,2249,306,2,192.89
3776,2249,296,2,138.45
3777,2250,239,3,225.3
3778,2250,254,2,302.61
3779,2250,420,2,66.18
3780,2251,353,3,43.3
3781,2251,376,1,158.84
3782,2251,123,1,368.31
3783,2251,164,1,410.7
3784,2252,437,2,324.23
3785,2252,191,2,399.24
3786,2252,417,2,387.72
3787,2252,174,2,391.94
3788,2252,472,3,250.0
3789,2253,251,1,274.95
3790,2254,328,2,390.39
3791,2255,325,3,38.01
3792,2256,374,1,230.08
3793,2256,213,2,354.87
3794,2256,342,1,101.77
3795,2256,216,3,103.86
3796,2257,301,2,149.98
3797,2257,450,1,41.66
3798,2257,163,2,74.32
3799,2257,266,1,302.73
3800,2258,322,1,158.4
3801,2258,335,2,24.93
3802,2258,157,3,340.7
3803,2258,104,1,355.9
3804,2259,384,2,260.88
3805,2259,246,2,418.8
3806,2259,324,1,349.0
3807,2259,320,2,330.95
3808,2260,322,2,138.54
3809,2261,410,3,351.97
3810,2262,384,1,250.93
3811,2262,161,2,76.21
3812,2263,178,1,202.01
3813,2263,332,1,118.45
3814,2263,419,2,156.51
3815,2263,201,2,302.39
3816,2263,338,2,188.36
3817,2264,369,3,119.87
3818,2265,452,1,173.7
3819,2265,400,2,97.53
3820,2266,422,2,409.6
3821,2266,374,3,312.63
3822,2266,191,3,361.86
3823,2266,276,2,84.46
3824,2267,373,1,319.61
3825,2268,387,3,57.84
3826,2269,352,3,451.05
3827,2269,136,2,292.49
3828,2269,187,3,187.53
3829,2270,468,1,286.23
3830,2270,216,2,96.67
3831,2270,417,2,288.5
3832,2270,419,1,168.63
3833,2271,325,2,29.51
3834,2271,324,3,363.46
3835,2271,394,2,117.43
3836,2271,278,3,63.25
3837,2272,298,1,150.27
3838,2272,285,1,136.82
3839,2273,363,2,345.66
3840,2273,174,1,325.3
3841,2273,192,2,55.36
3842,2273,285,1,147.04
3843,2274,299,3,426.12
3844,2275,325,3,28.97
3845,2275,338,1,185.61
3846,2275,433,3,146.54
3847,2275,150,3,362.31
3848,2275,426,2,328.04
3849,2276,127,3,396.83
3850,2277,266,3,278.58
3851,2277,248,1,267.72
3852,2277,487,3,330.24
3853,2277,114,1,86.84
3854,2278,216,3,101.3
3855,2279,101,3,402.18
3856,2279,457,3,63.36
3857,2279,120,2,262.78
3858,2279,450,1,39.49
3859,2280,103,2,354.24
3860,2280,413,1,190.86
3861,2280,262,3,377.48
3862,2280,225,1,64.31
3863,2280,108,1,201.01
3864,2281,396,1,239.0
3865,2281,334,2,244.68
3866,2281,159,1,236.54
3867,2281,494,1,420.05
3868,2281,423,1,219.3
3869,2282,420,3,62.01
3870,2283,352,2,415.42
3871,2283,208,3,342.75
3872,2283,101,3,438.22
3873,2284,258,1,75.26
3874,2284,362,1,179.26
3875,2284,102,2,355.95
3876,2284,262,1,427.83
3877,2285,456,1,63.34
3878,2285,285,1,175.27
3879,2285,290,1,92.25
3880,2286,181,2,188.24
3881,2286,148,2,247.74
3882,2286,343,3,267.74
3883,2287,107,3,82.48
3884,2287,207,3,371.34
3885,2287,162,3,101.83
3886,2288,363,1,326.88
3887,2289,249,1,311.29
3888,2290,353,2,35.29
3889,2291,241,3,86.69
3890,2292,270,2,65.02
3891,2293,211,1,306.77
3892,2293,459,3,294.15
3893,2294,388,3,325.21
3894,2294,399,2,150.12
3895,2294,362,2,157.99
3896,2294,204,1,366.4
3897,2295,446,2,357.45
3898,2295,205,3,256.73
3899,2296,288,2,456.17
3900,2297,325,1,36.43
3901,2298,205,2,244.48
3902,2299,416,1,275.02
3903,2299,261,3,165.59
3904,2299,136,3,370.21
3905,2300,300,3,312.26
3906,2300,198,2,59.05
3907,2300,319,2,149.27
3908,2300,200,1,375.73
3909,2301,455,3,239.42
3910,2301,244,2,129.59
3911,2301,383,1,257.92
3912,2302,399,2,121.81
3913,2302,251,2,294.28
3914,2302,435,1,367.52
3915,2302,417,3,324.57
3916,2302,311,1,245.82
3917,2303,166,1,176.64
3918,2304,208,1,305.75
3919,2304,455,3,285.09
3920,2305,154,3,28.24
3921,2305,103,1,349.39
3922,2306,472,3,250.59
3923,2306,354,1,204.8
3924,2306,113,2,388.05
3925,2306,380,2,97.62
3926,2306,320,3,351.72
3927,2307,356,3,321.86
3928,2308,478,1,151.8
3929,2309,476,3,398.25
3930,2309,319,1,164.15
3931,2309,115,2,59.32
3932,2309,349,1,374.88
3933,2310,497,3,174.28
3934,2310,176,1,64.32
3935,2310,123,3,352.13
3936,2310,148,3,225.97
3937,2310,398,3,109.86
3938,2311,356,1,273.48
3939,2311,339,2,185.4
3940,2311,455,2,324.33
3941,2311,102,3,317.41
3942,2312,197,2,296.66
3943,2312,452,1,164.39
3944,2312,433,1,126.83
3945,2312,379,3,32.34
3946,2313,294,2,87.34
3947,2314,449,3,151.61
3948,2314,182,2,372.38
3949,2314,260,3,315.18
3950,2314,290,1,80.0
3951,2314,237,2,267.0
3952,2315,317,3,301.05
3953,2316,406,1,317.74
3954,2316,247,1,143.41
3955,2316,413,2,165.54
3956,2316,327,1,69.51
3957,2317,386,1,134.76
3958,2318,387,3,58.43
3959,2318,380,2,99.4
3960,2318,233,2,59.01
3961,2319,383,3,286.07
3962,2319,240,3,61.42
3963,2319,231,2,271.44
3964,2319,263,3,220.79
3965,2320,477,3,451.69
3966,2320,131,1,132.55
3967,2320,136,3,278.12
3968,2320,453,1,216.73
3969,2321,483,3,288.19
3970,2321,129,2,68.47
3971,2321,411,3,412.21
3972,2321,451,2,362.35
3973,2322,372,2,156.81
3974,2323,460,1,295.17
3975,2324,429,2,181.8
3976,2324,224,2,85.19
3977,2325,477,3,396.32
3978,2325,112,2,261.88
3979,2325,142,2,241.8
3980,2325,264,2,370.13
3981,2326,221,3,174.83
3982,2327,466,1,374.35
3983,2327,186,1,201.13
3984,2328,299,1,425.86
3985,2328,405,3,197.1
3986,2328,470,2,224.69
3987,2329,355,3,239.69
3988,2330,470,1,217.0
3989,2330,416,2,251.65
3990,2331,117,3,428.25
3991,2331,108,2,198.73
3992,2332,230,1,226.29
3993,2332,271,2,371.94
3994,2332,309,2,128.51
3995,2332,408,3,317.53
3996,2333,440,2,61.68
3997,2333,276,3,106.85
3998,2333,254,1,359.18
3999,2333,388,2,390.7
4000,2333,190,3,81.03
4001,2334,129,2,90.05
4002,2334,468,2,284.78
4003,2334,239,1,214.65
4004,2334,113,1,379.35
4005,2334,497,2,238.74
4006,2335,184,2,73.11
4007,2335,220,3,372.06
4008,2335,376,3,187.87
4009,2335,222,3,452.77
4010,2335,204,3,353.28
4011,2336,369,2,138.93
4012,2336,284,3,263.18
4013,2336,317,3,333.46
4014,2336,316,1,249.33
4015,2336,321,1,301.7
4016,2337,306,2,210.78
4017,2337,429,3,227.08
4018,2337,260,1,363.07
4019,2338,462,2,302.69
4020,2339,183,2,437.91
4021,2339,219,3,300.68
4022,2339,432,2,191.87
4023,2339,474,1,334.1
4024,2339,320,2,286.89
4025,2340,426,1,369.23
4026,2340,323,1,322.39
4027,2340,119,3,313.64
4028,2340,143,1,133.48
4029,2341,321,2,274.49
4030,2342,266,2,274.27
4031,2342,260,3,393.98
4032,2342,128,1,220.0
4033,2342,366,2,318.33
4034,2342,167,3,236.76
4035,2343,473,2,102.45
4036,2343,434,3,90.01
4037,2343,103,3,350.51
4038,2343,466,1,367.46
4039,2344,393,3,117.52
4040,2344,335,3,23.26
4041,2344,202,1,175.77
4042,2344,181,1,191.94
4043,2344,304,2,297.29
4044,2345,392,1,154.99
4045,2345,330,1,378.16
4046,2345,448,3,93.35
4047,2345,134,1,192.66
4048,2346,210,3,247.79
4049,2347,428,1,149.97
4050,2348,309,2,127.01
4051,2349,316,2,277.93
4052,2349,395,3,444.2
4053,2349,444,2,86.3
4054,2349,321,3,244.05
4055,2350,132,2,40.1
4056,2350,246,2,344.63
4057,2350,445,2,93.51
4058,2351,108,1,199.61
4059,2351,459,3,226.63
4060,2351,199,3,281.12
4061,2351,382,3,268.08
4062,2352,284,3,289.14
4063,2352,388,2,321.25
4064,2352,389,3,224.24
4065,2353,471,1,77.01
4066,2353,266,1,217.24
4067,2353,372,3,153.22
4068,2354,491,1,223.74
4069,2354,151,2,34.73
4070,2355,474,1,347.54
4071,2355,438,1,383.22
