id_pedido,id_cliente,data_pedido,valor_total_pedido,status_pedido
2078,592,2024-02-12 23:37:00,694.92,Entregue
2079,680,2024-01-07 02:19:00,1532.24,Enviado
2080,284,2024-06-16 23:32:00,1566.02,Enviado
2081,627,2024-02-20 00:36:00,1526.0,Entregue
2082,482,2024-01-22 06:43:00,2132.38,Entregue
2083,96,2024-06-04 03:09:00,1542.01,Enviado
2084,649,2024-02-08 23:09:00,2893.2,Enviado
2085,162,2024-01-31 21:59:00,1119.15,Entregue
2086,472,2024-04-14 14:48:00,608.34,Entregue
2087,55,2024-01-30 19:49:00,2083.99,Entregue
2088,92,2024-01-30 03:24:00,139.94,Entregue
2089,133,2024-02-16 01:07:00,249.16,Entregue
2090,33,2024-04-24 04:46:00,647.37,Enviado
2091,761,2024-05-15 14:59:00,1407.43,Enviado
2092,948,2024-06-08 23:46:00,678.2,Enviado
2093,301,2024-05-26 06:27:00,1586.64,Enviado
2094,214,2024-05-17 00:42:00,1087.45,Enviado
2095,667,2024-06-19 09:49:00,449.28,Entregue
2096,154,2024-03-13 05:06:00,1798.71,Processando
2097,24,2024-05-22 21:25:00,258.16,Entregue
2098,144,2024-03-27 00:36:00,1524.47,Entregue
2099,138,2024-02-08 19:18:00,1738.24,Enviado
2100,18,2024-05-31 06:44:00,1773.68,Entregue
2101,991,2024-03-30 23:24:00,345.78,Entregue
2102,68,2024-06-16 00:51:00,2241.29,Entregue
2103,733,2024-06-19 18:38:00,80.86,Enviado
2104,798,2024-06-26 18:31:00,1512.69,Entregue
2105,795,2024-01-25 07:29:00,124.05,Enviado
2106,283,2024-02-18 13:59:00,2185.5,Enviado
2107,335,2024-05-18 11:24:00,2162.16,Enviado
2108,947,2024-02-03 06:54:00,680.97,Processando
2109,965,2024-01-20 23:49:00,829.53,Enviado
2110,145,2024-05-03 01:27:00,537.04,Enviado
2111,629,2024-02-11 15:14:00,478.36,Entregue
2112,285,2024-01-16 05:38:00,1408.61,Entregue
2113,454,2024-01-22 13:27:00,2235.38,Entregue
2114,23,2024-04-15 07:08:00,2180.42,Enviado
2115,289,2024-05-15 20:57:00,3062.48,Enviado
2116,328,2024-03-07 05:52:00,1287.76,Entregue
2117,647,2024-06-13 00:14:00,927.73,Entregue
2118,888,2024-03-14 01:15:00,1293.96,Processando
2119,18,2024-06-06 11:58:00,1538.25,Entregue
2120,980,2024-05-07 18:58:00,2963.31,Entregue
2121,463,2024-04-04 13:57:00,670.47,Entregue
2122,638,2024-01-17 11:28:00,1072.04,Entregue
2123,798,2024-03-30 11:18:00,2172.94,Entregue
2124,177,2024-03-04 08:30:00,665.74,Entregue
2125,141,2024-03-05 14:27:00,1622.03,Processando
2126,46,2024-05-22 01:49:00,1189.85,Enviado
2127,803,2024-05-11 03:02:00,2330.12,Enviado
2128,826,2024-04-15 17:14:00,2060.71,Enviado
2129,409,2024-03-11 02:31:00,3013.65,Enviado
2130,529,2024-01-11 17:00:00,826.09,Entregue
2131,832,2024-06-20 11:28:00,3011.66,Enviado
2132,607,2024-01-08 23:06:00,740.79,Entregue
2133,722,2024-01-16 14:05:00,1179.14,Enviado
2134,44,2024-04-14 14:06:00,1613.81,Enviado
2135,474,2024-02-28 10:05:00,980.62,Entregue
2136,833,2024-03-14 11:33:00,750.97,Entregue
2137,504,2024-03-17 06:51:00,960.45,Entregue
2138,117,2024-06-29 06:01:00,194.2,Processando
2139,446,2024-02-16 11:34:00,324.79,Entregue
2140,693,2024-03-31 14:27:00,3447.75,Entregue
2141,611,2024-03-05 15:01:00,1800.9,Enviado
2142,575,2024-01-02 10:12:00,554.45,Entregue
2143,823,2024-02-21 19:25:00,458.43,Enviado
2144,830,2024-04-22 08:53:00,249.32,Entregue
2145,404,2024-04-21 04:05:00,1985.85,Enviado
2146,66,2024-05-14 07:53:00,1367.44,Enviado
2147,875,2024-05-01 00:02:00,1223.19,Processando
2148,273,2024-04-13 13:27:00,2110.95,Enviado
2149,989,2024-03-25 20:37:00,1266.73,Processando
2150,70,2024-01-30 01:28:00,2002.27,Entregue
2151,683,2024-04-29 03:58:00,2940.88,Enviado
2152,21,2024-06-16 08:37:00,974.86,Enviado
2153,787,2024-05-21 02:52:00,1496.42,Entregue
2154,776,2024-06-28 22:40:00,341.92,Entregue
2155,588,2024-01-01 10:15:00,1913.93,Entregue
2156,725,2024-01-17 10:50:00,497.67,Enviado
2157,262,2024-06-05 19:32:00,2698.55,Processando
2158,604,2024-03-17 20:53:00,1828.5,Entregue
2159,509,2024-04-11 19:33:00,465.45,Entregue
2160,655,2024-02-27 20:04:00,181.65,Enviado
2161,605,2024-04-22 21:07:00,1001.32,Entregue
2162,392,2024-06-03 17:47:00,92.01,Enviado
2163,421,2024-04-07 03:09:00,708.06,Enviado
2164,294,2024-01-13 15:30:00,1723.58,Entregue
2165,255,2024-02-29 05:48:00,1503.52,Enviado
2166,188,2024-02-23 23:44:00,302.8,Entregue
2167,686,2024-05-31 19:18:00,156.37,Entregue
2168,934,2024-01-30 19:28:00,2416.06,Entregue
2169,69,2024-03-08 05:56:00,1803.94,Entregue
2170,979,2024-06-18 04:01:00,887.59,Enviado
2171,53,2024-05-11 14:52:00,3519.09,Entregue
2172,865,2024-02-13 03:05:00,2173.94,Entregue
2173,862,2024-02-10 21:42:00,2711.32,Entregue
2174,646,2024-06-18 20:16:00,1463.98,Processando
2175,954,2024-05-19 02:15:00,1877.35,Enviado
2176,719,2024-06-06 18:32:00,1696.27,Entregue
2177,907,2024-05-29 14:57:00,1315.41,Enviado
2178,115,2024-01-22 14:01:00,2932.36,Entregue
2179,551,2024-05-08 20:37:00,1352.04,Entregue
2180,951,2024-06-18 16:01:00,2609.69,Entregue
2181,872,2024-01-19 17:59:00,2661.55,Enviado
2182,267,2024-03-18 17:08:00,1266.33,Enviado
2183,124,2024-04-25 11:33:00,888.66,Entregue
2184,950,2024-02-29 18:28:00,1377.27,Entregue
2185,383,2024-04-22 00:34:00,1328.26,Enviado
2186,832,2024-01-07 08:34:00,2229.92,Processando
2187,486,2024-03-22 15:42:00,1984.03,Processando
2188,863,2024-02-16 06:24:00,1366.36,Entregue
2189,307,2024-06-01 12:05:00,1349.48,Entregue
2190,685,2024-01-22 05:32:00,1924.38,Entregue
2191,691,2024-05-31 08:50:00,2270.13,Enviado
2192,687,2024-04-18 17:57:00,1957.18,Entregue
2193,475,2024-04-10 18:42:00,286.41,Entregue
2194,489,2024-06-19 20:03:00,1079.06,Enviado
2195,603,2024-03-31 07:45:00,1657.4,Enviado
2196,927,2024-01-23 18:27:00,1719.79,Enviado
2197,438,2024-01-12 15:57:00,2853.47,Entregue
2198,255,2024-02-15 15:18:00,2749.26,Entregue
2199,828,2024-06-25 17:35:00,275.74,Enviado
2200,741,2024-04-06 11:06:00,2211.09,Entregue
2201,472,2024-05-28 21:42:00,1845.12,Entregue
2202,187,2024-03-15 20:02:00,2137.92,Entregue
2203,949,2024-04-17 22:40:00,288.91,Enviado
2204,625,2024-04-06 12:34:00,1152.16,Enviado
2205,272,2024-06-05 13:01:00,1760.21,Enviado
2206,524,2024-03-20 04:04:00,1802.27,Entregue
2207,157,2024-05-23 10:06:00,687.18,Enviado
2208,164,2024-04-01 18:48:00,1426.4,Enviado
2209,646,2024-04-14 08:34:00,1481.69,Entregue
2210,1,2024-05-08 18:50:00,1216.08,Entregue
2211,273,2024-05-16 12:34:00,696.2,Entregue
2212,234,2024-06-06 01:56:00,188.8,Entregue
2213,265,2024-04-11 15:09:00,1060.88,Entregue
2214,771,2024-05-14 14:38:00,1642.5,Entregue
2215,436,2024-01-06 19:53:00,2277.12,Processando
2216,308,2024-01-19 06:53:00,150.19,Enviado
2217,918,2024-03-04 11:42:00,1592.35,Entregue
2218,615,2024-06-12 05:52:00,283.92,Entregue
2219,732,2024-04-14 03:14:00,2021.03,Enviado
2220,737,2024-04-14 00:21:00,1482.86,Enviado
2221,255,2024-01-12 08:20:00,1413.45,Entregue
2222,97,2024-04-12 10:49:00,221.15,Entregue
2223,23,2024-02-12 11:58:00,2174.0,Entregue
2224,769,2024-03-18 15:09:00,3383.43,Enviado
2225,632,2024-01-25 13:20:00,1424.21,Entregue
2226,894,2024-02-19 22:18:00,1353.04,Enviado
2227,807,2024-05-25 13:25:00,3471.38,Entregue
2228,482,2024-05-03 23:04:00,105.94,Entregue
2229,130,2024-06-28 08:38:00,318.52,Entregue
2230,772,2024-05-19 20:02:00,278.95,Entregue
2231,980,2024-01-01 12:29:00,1695.2,Entregue
2232,149,2024-01-25 08:05:00,488.43,Entregue
2233,424,2024-05-12 03:50:00,711.26,Enviado
2234,335,2024-06-08 05:58:00,658.29,Enviado
2235,386,2024-03-08 17:27:00,1245.54,Entregue
2236,552,2024-06-07 07:44:00,2167.53,Entregue
2237,406,2024-06-27 19:35:00,1734.58,Entregue
2238,953,2024-05-09 12:36:00,1380.41,Enviado
2239,914,2024-01-24 10:21:00,2085.7,Entregue
2240,322,2024-06-17 01:07:00,755.89,Enviado
2241,139,2024-06-02 21:11:00,2483.73,Processando
2242,704,2024-05-02 11:15:00,213.14,Entregue
2243,391,2024-06-26 01:22:00,1286.09,Enviado
2244,486,2024-01-21 13:43:00,1465.98,Entregue
2245,233,2024-06-01 17:48:00,665.66,Entregue
2246,827,2024-04-11 06:26:00,1379.11,Enviado
2247,421,2024-06-14 04:06:00,1279.78,Entregue
2248,267,2024-03-24 11:38:00,167.81,Processando
2249,498,2024-01-02 01:01:00,1187.39,Entregue
2250,667,2024-05-26 09:51:00,1413.48,Enviado
2251,544,2024-05-28 08:11:00,1067.75,Processando
2252,943,2024-04-06 12:43:00,3756.26,Entregue
2253,805,2024-05-22 19:27:00,274.95,Entregue
2254,421,2024-01-13 10:50:00,780.78,Entregue
2255,166,2024-01-04 09:20:00,114.03,Entregue
2256,373,2024-05-05 14:21:00,1353.17,Entregue
2257,30,2024-05-26 14:50:00,792.99,Entregue
2258,787,2024-03-22 07:12:00,1586.26,Entregue
2259,825,2024-06-04 00:27:00,2370.26,Enviado
2260,878,2024-04-04 08:51:00,277.08,Entregue
2261,391,2024-02-03 20:11:00,1055.91,Entregue
2262,345,2024-06-28 09:03:00,403.35,Enviado
2263,648,2024-03-26 19:38:00,1614.98,Enviado
2264,948,2024-01-14 00:44:00,359.61,Entregue
2265,436,2024-02-11 05:07:00,368.76,Enviado
2266,302,2024-02-16 14:27:00,3011.59,Entregue
2267,490,2024-06-26 21:30:00,319.61,Enviado
2268,138,2024-03-21 19:04:00,173.52,Enviado
2269,107,2024-01-21 05:17:00,2500.72,Entregue
2270,103,2024-01-24 11:58:00,1225.2,Entregue
2271,516,2024-03-05 17:51:00,1574.01,Entregue
2272,398,2024-01-16 00:48:00,287.09,Entregue
2273,550,2024-01-04 03:30:00,1274.38,Entregue
2274,406,2024-05-03 22:31:00,1278.36,Entregue
2275,131,2024-02-20 02:11:00,2455.15,Entregue
2276,904,2024-04-01 14:59:00,1190.49,Entregue
2277,14,2024-03-10 14:08:00,2181.02,Entregue
2278,419,2024-03-08 05:40:00,303.9,Entregue
2279,78,2024-02-07 23:07:00,1961.67,Entregue
2280,55,2024-02-22 16:16:00,2297.1,Enviado
2281,778,2024-05-02 10:14:00,1604.25,Entregue
2282,714,2024-05-30 23:24:00,186.03,Entregue
2283,546,2024-01-13 14:35:00,3173.75,Enviado
2284,839,2024-06-11 05:23:00,1394.25,Entregue
2285,971,2024-05-11 05:19:00,330.86,Enviado
2286,688,2024-05-22 22:48:00,1675.18,Enviado
2287,333,2024-03-05 11:51:00,1666.95,Entregue
2288,973,2024-03-09 01:02:00,326.88,Entregue
2289,440,2024-03-06 09:41:00,311.29,Enviado
2290,668,2024-04-29 10:47:00,70.58,Enviado
2291,202,2024-01-20 03:08:00,260.07,Entregue
2292,158,2024-04-24 09:49:00,130.04,Entregue
2293,784,2024-05-05 21:39:00,1189.22,Entregue
2294,87,2024-04-25 14:57:00,1958.25,Entregue
2295,783,2024-02-22 07:42:00,1485.09,Enviado
2296,657,2024-06-22 23:10:00,912.34,Entregue
2297,32,2024-02-19 17:34:00,36.43,Enviado
2298,174,2024-01-19 15:22:00,488.96,Entregue
2299,671,2024-05-18 01:51:00,1882.42,Entregue
2300,622,2024-04-09 07:52:00,1729.15,Processando
2301,337,2024-06-11 06:02:00,1235.36,Enviado
2302,812,2024-02-28 10:46:00,2419.23,Entregue
2303,850,2024-02-07 08:39:00,176.64,Entregue
2304,339,2024-02-28 09:00:00,1161.02,Processando
2305,943,2024-06-28 20:47:00,434.11,Enviado
2306,71,2024-04-11 14:30:00,2983.07,Entregue
2307,527,2024-01-18 13:22:00,965.58,Entregue
2308,286,2024-03-06 08:58:00,151.8,Entregue
2309,369,2024-03-07 08:27:00,1852.42,Processando
2310,545,2024-02-23 17:56:00,2651.04,Enviado
2311,68,2024-05-01 19:39:00,2245.17,Enviado
2312,722,2024-05-21 03:00:00,981.56,Entregue
2313,667,2024-06-20 10:15:00,174.68,Entregue
2314,127,2024-02-07 17:29:00,2759.13,Entregue
2315,525,2024-06-18 08:55:00,903.15,Entregue
2316,396,2024-06-08 18:37:00,861.74,Entregue
2317,601,2024-05-15 16:49:00,134.76,Enviado
2318,909,2024-06-25 19:03:00,492.11,Enviado
2319,323,2024-05-03 18:44:00,2247.72,Enviado
2320,491,2024-01-27 08:53:00,2538.71,Entregue
2321,141,2024-03-05 12:14:00,2962.84,Processando
2322,92,2024-06-02 17:47:00,313.62,Entregue
2323,728,2024-03-05 05:17:00,295.17,Enviado
2324,209,2024-05-22 20:14:00,533.98,Entregue
2325,167,2024-05-13 07:15:00,2936.58,Entregue
2326,106,2024-02-08 03:41:00,524.49,Entregue
2327,512,2024-01-08 12:58:00,575.48,Entregue
2328,967,2024-05-25 06:11:00,1466.54,Entregue
2329,528,2024-01-13 22:36:00,719.07,Entregue
2330,218,2024-02-12 04:07:00,720.3,Processando
2331,120,2024-01-04 05:14:00,1682.21,Enviado
2332,3,2024-01-05 02:44:00,2179.78,Entregue
2333,473,2024-04-21 12:07:00,1827.58,Processando
2334,31,2024-05-10 20:38:00,1821.14,Entregue
2335,572,2024-06-22 15:45:00,4244.16,Enviado
2336,12,2024-05-20 02:52:00,2618.81,Enviado
2337,382,2024-04-08 02:18:00,1465.87,Processando
2338,742,2024-03-01 17:18:00,605.38,Entregue
2339,666,2024-03-03 20:05:00,3069.48,Entregue
2340,774,2024-01-13 15:17:00,1766.02,Entregue
2341,770,2024-05-20 20:08:00,548.98,Enviado
2342,317,2024-04-14 18:20:00,3297.42,Entregue
2343,810,2024-01-26 01:00:00,1893.92,Enviado
2344,792,2024-01-05 14:53:00,1384.63,Entregue
2345,938,2024-02-16 00:23:00,1005.86,Entregue
2346,286,2024-03-25 23:37:00,743.37,Enviado
2347,855,2024-01-20 10:01:00,149.97,Entregue
2348,48,2024-04-21 13:57:00,254.02,Entregue
2349,433,2024-03-09 02:04:00,2793.21,Processando
2350,663,2024-04-10 11:19:00,956.48,Entregue
2351,726,2024-01-24 22:53:00,2527.1,Entregue
2352,966,2024-02-27 09:00:00,2182.64,Entregue
2353,555,2024-03-23 03:25:00,753.91,Entregue
2354,945,2024-05-31 08:49:00,293.2,Entregue
2355,43,2024-05-13 19:00:00,1676.75,Enviado
2356,576,2024-02-19 13:26:00,2663.65,Entregue
2357,302,2024-05-21 04:24:00,2307.48,Entregue
2358,582,2024-05-24 19:25:00,1663.48,Enviado
2359,622,2024-04-27 00:33:00,431.12,Enviado
2360,444,2024-05-22 17:33:00,306.25,Entregue
2361,580,2024-01-31 15:33:00,1932.16,Entregue
2362,677,2024-06-13 15:50:00,510.99,Entregue
2363,373,2024-01-08 11:51:00,940.92,Entregue
2364,185,2024-04-02 14:54:00,1928.96,Processando
2365,466,2024-04-06 00:44:00,1723.24,Entregue
2366,130,2024-01-06 02:08:00,974.19,Entregue
2367,719,2024-04-01 14:54:00,939.76,Entregue
2368,535,2024-05-27 17:53:00,3242.26,Entregue
2369,390,2024-01-04 09:05:00,499.32,Entregue
2370,6,2024-05-26 11:59:00,2425.83,Enviado
2371,75,2024-04-28 11:21:00,2061.6,Entregue
2372,995,2024-01-31 14:31:00,2019.57,Entregue
2373,724,2024-01-24 21:47:00,1531.45,Enviado
2374,304,2024-04-08 19:11:00,964.89,Entregue
2375,99,2024-05-18 21:51:00,1350.93,Entregue
2376,565,2024-02-07 08:05:00,1749.15,Entregue
2377,607,2024-04-13 04:27:00,1540.44,Enviado
2378,167,2024-02-06 19:30:00,2038.32,Enviado
2379,602,2024-01-20 14:03:00,2619.79,Entregue
2380,903,2024-03-08 23:46:00,1297.7,Enviado
2381,939,2024-02-03 03:52:00,446.38,Entregue
2382,698,2024-03-16 11:31:00,829.66,Entregue
2383,47,2024-03-22 13:49:00,2432.4,Entregue
2384,3,2024-05-27 04:08:00,1214.3,Entregue
2385,376,2024-05-07 00:45:00,88.58,Entregue
2386,961,2024-01-13 02:40:00,1589.45,Enviado
2387,948,2024-06-29 10:26:00,57.78,Enviado
2388,55,2024-04-27 05:13:00,1604.15,Entregue
2389,286,2024-04-30 05:32:00,2010.9,Enviado
2390,574,2024-06-05 10:56:00,2135.63,Entregue
2391,807,2024-03-12 00:03:00,690.48,Processando
2392,533,2024-06-15 16:11:00,3355.87,Enviado
2393,269,2024-04-25 07:05:00,2132.3,Enviado
2394,430,2024-01-19 12:59:00,1107.78,Entregue
2395,954,2024-04-05 00:30:00,1422.04,Processando
2396,806,2024-03-30 17:41:00,675.8,Entregue
2397,972,2024-01-16 02:07:00,2379.48,Entregue
2398,999,2024-01-01 19:11:00,987.26,Entregue
2399,908,2024-01-28 21:05:00,1167.4,Enviado
2400,438,2024-01-21 23:56:00,1688.94,Processando
2401,372,2024-02-28 14:03:00,1119.48,Entregue
2402,140,2024-02-21 01:02:00,1102.55,Entregue
2403,830,2024-04-20 18:20:00,2411.29,Entregue
2404,5,2024-05-03 08:57:00,3406.08,Entregue
2405,670,2024-01-23 16:36:00,1861.81,Entregue
2406,576,2024-03-24 22:18:00,2252.03,Enviado
2407,662,2024-02-06 18:33:00,628.52,Entregue
2408,608,2024-05-22 18:13:00,2242.96,Entregue
2409,423,2024-03-29 04:38:00,2970.47,Enviado
2410,980,2024-04-30 03:26:00,1469.34,Entregue
2411,91,2024-06-08 23:32:00,1397.84,Entregue
2412,486,2024-02-21 09:51:00,1028.88,Entregue
2413,219,2024-01-19 01:16:00,3156.13,Enviado
2414,158,2024-03-31 17:42:00,589.94,Entregue
2415,228,2024-06-24 05:04:00,1566.13,Entregue
2416,304,2024-02-24 23:23:00,788.59,Entregue
2417,537,2024-03-02 10:55:00,2332.55,Entregue
2418,431,2024-05-15 01:25:00,663.86,Entregue
2419,559,2024-04-21 01:47:00,1852.59,Entregue
2420,199,2024-05-30 17:14:00,2626.08,Entregue
2421,258,2024-03-17 17:32:00,1916.27,Enviado
2422,311,2024-02-15 10:51:00,1238.82,Enviado
2423,944,2024-06-10 09:25:00,2693.15,Entregue
2424,554,2024-01-13 10:21:00,376.47,Processando
2425,836,2024-04-23 08:45:00,2147.96,Processando
2426,369,2024-04-24 19:21:00,388.18,Enviado
2427,373,2024-04-11 05:13:00,989.62,Entregue
2428,747,2024-01-03 19:02:00,851.77,Entregue
2429,342,2024-03-24 03:02:00,2790.21,Entregue
2430,717,2024-03-20 23:01:00,767.8,Entregue
2431,615,2024-01-27 07:06:00,561.15,Entregue
2432,103,2024-04-28 16:24:00,993.3,Processando
2433,704,2024-01-05 04:21:00,668.58,Entregue
2434,722,2024-04-23 21:24:00,943.79,Processando
2435,720,2024-02-15 05:40:00,2015.64,Processando
2436,735,2024-06-07 11:58:00,2422.78,Enviado
2437,838,2024-03-09 22:05:00,1253.58,Entregue
2438,1,2024-01-22 21:08:00,3461.2,Enviado
2439,923,2024-03-21 18:22:00,3132.94,Entregue
2440,61,2024-01-03 05:55:00,471.68,Entregue
2441,832,2024-06-28 01:05:00,157.83,Enviado
2442,346,2024-02-24 23:59:00,1037.2,Enviado
2443,900,2024-03-29 20:43:00,307.16,Entregue
2444,266,2024-04-22 20:56:00,427.09,Entregue
2445,33,2024-04-22 09:02:00,664.12,Entregue
2446,505,2024-01-26 14:45:00,2348.26,Enviado
2447,133,2024-04-28 19:35:00,1375.21,Processando
2448,363,2024-05-31 21:23:00,2555.0,Entregue
2449,936,2024-02-29 21:48:00,1055.31,Entregue
2450,50,2024-01-03 12:18:00,3851.67,Entregue
2451,637,2024-02-25 09:49:00,2540.88,Entregue
2452,209,2024-06-25 18:07:00,1462.49,Processando
2453,357,2024-02-02 01:56:00,2714.52,Enviado
2454,47,2024-05-09 19:44:00,2708.19,Entregue
2455,292,2024-01-17 02:34:00,3573.27,Enviado
2456,629,2024-01-25 07:41:00,2903.13,Enviado
2457,631,2024-06-06 05:34:00,1488.72,Enviado
2458,779,2024-03-03 11:43:00,1886.9,Entregue
2459,151,2024-01-12 11:24:00,729.68,Processando
2460,61,2024-04-14 15:36:00,1442.14,Entregue
2461,14,2024-06-13 00:25:00,2609.13,Entregue
2462,966,2024-05-20 01:04:00,2580.83,Entregue
2463,735,2024-04-22 15:16:00,403.83,Processando
2464,713,2024-03-02 15:32:00,2886.6,Enviado
2465,697,2024-02-02 22:56:00,1561.94,Entregue
2466,679,2024-02-19 18:54:00,875.8,Enviado
2467,595,2024-06-27 11:55:00,198.14,Enviado
2468,3,2024-04-10 15:29:00,527.06,Enviado
2469,869,2024-02-10 10:20:00,2580.52,Processando
2470,165,2024-06-11 11:53:00,1054.95,Processando
2471,506,2024-02-24 12:20:00,1255.33,Enviado
2472,921,2024-04-10 05:18:00,1309.8,Enviado
2473,551,2024-03-06 05:37:00,756.87,Processando
2474,192,2024-06-18 18:44:00,440.99,Entregue
2475,225,2024-02-26 09:21:00,854.12,Entregue
2476,72,2024-01-04 23:50:00,1408.83,Processando
2477,41,2024-06-13 13:53:00,2039.98,Entregue
2478,365,2024-03-03 00:40:00,1939.62,Entregue
2479,554,2024-05-22 13:32:00,172.65,Enviado
2480,15,2024-02-08 03:05:00,1505.38,Enviado
2481,455,2024-02-26 04:39:00,1335.84,Entregue
2482,289,2024-06-22 10:59:00,2197.88,Entregue
2483,343,2024-05-24 17:50:00,135.92,Entregue
2484,462,2024-03-23 18:55:00,879.94,Enviado
2485,176,2024-05-31 23:37:00,2314.73,Entregue
2486,320,2024-02-12 12:02:00,917.64,Enviado
2487,864,2024-03-02 13:42:00,550.08,Entregue
2488,184,2024-01-03 22:09:00,908.68,Entregue
2489,363,2024-05-13 05:04:00,2385.84,Enviado
2490,475,2024-01-07 22:38:00,1880.1,Enviado
2491,930,2024-04-23 03:05:00,1165.89,Entregue
2492,863,2024-02-11 07:45:00,2725.63,Entregue
2493,7,2024-02-16 06:27:00,1654.54,Entregue
2494,173,2024-01-26 20:50:00,506.34,Entregue
2495,677,2024-02-13 02:22:00,2028.96,Entregue
2496,538,2024-02-01 16:36:00,1491.31,Entregue
2497,741,2024-01-02 21:23:00,1294.86,Entregue
2498,445,2024-01-28 03:32:00,1628.99,Entregue
2499,549,2024-04-05 10:35:00,519.55,Entregue
2500,748,2024-05-30 10:36:00,2297.57,Entregue
2501,707,2024-04-30 05:45:00,676.39,Entregue
2502,391,2024-05-22 16:02:00,1545.02,Entregue
2503,769,2024-03-27 07:30:00,318.94,Entregue
2504,828,2024-06-28 19:54:00,1176.7,Enviado
2505,561,2024-04-06 19:09:00,253.01,Entregue
2506,596,2024-05-02 05:51:00,1132.97,Entregue
2507,340,2024-03-20 01:42:00,2197.16,Processando
2508,527,2024-02-05 05:46:00,1084.38,Entregue
2509,167,2024-01-01 01:11:00,2171.38,Entregue
2510,630,2024-03-16 17:08:00,1138.36,Entregue
2511,859,2024-02-28 04:42:00,1279.87,Entregue
2512,61,2024-03-05 02:17:00,2758.44,Enviado
2513,286,2024-06-16 06:46:00,1619.29,Enviado
2514,768,2024-05-14 23:07:00,1122.94,Processando
2515,998,2024-04-02 18:38:00,634.0,Entregue
2516,718,2024-01-03 21:08:00,295.26,Entregue
2517,753,2024-01-04 04:02:00,2366.23,Entregue
2518,52,2024-03-11 22:44:00,1415.93,Enviado
2519,873,2024-02-03 04:45:00,1520.31,Entregue
2520,368,2024-02-02 22:56:00,1214.72,Enviado
2521,382,2024-02-19 01:57:00,597.16,Entregue
2522,134,2024-05-08 02:26:00,1718.24,Enviado
2523,49,2024-04-14 08:25:00,1143.78,Enviado
2524,699,2024-01-15 11:45:00,2030.19,Entregue
2525,237,2024-04-22 14:29:00,1620.74,Enviado
2526,925,2024-05-29 03:39:00,790.54,Entregue
2527,136,2024-01-19 21:01:00,1008.55,Entregue
2528,613,2024-01-23 13:43:00,155.26,Entregue
2529,703,2024-01-19 15:19:00,2638.84,Enviado
2530,623,2024-01-11 05:37:00,2231.02,Entregue
2531,544,2024-02-25 03:50:00,1067.64,Processando
2532,254,2024-05-18 08:04:00,472.14,Entregue
2533,402,2024-02-11 04:36:00,1035.66,Processando
2534,890,2024-02-21 03:26:00,191.29,Entregue
2535,514,2024-01-15 11:25:00,1851.85,Entregue
2536,378,2024-04-16 12:29:00,1672.75,Entregue
2537,899,2024-01-11 12:14:00,1962.39,Entregue
2538,953,2024-02-09 02:36:00,80.48,Entregue
2539,404,2024-04-02 11:03:00,2001.48,Enviado
2540,294,2024-03-06 09:41:00,831.24,Processando
2541,989,2024-04-20 12:12:00,886.08,Entregue
2542,620,2024-02-18 22:14:00,1584.04,Entregue
2543,353,2024-01-03 09:41:00,1003.14,Entregue
2544,172,2024-04-26 06:08:00,1868.19,Entregue
2545,395,2024-02-04 13:56:00,840.9,Entregue
2546,91,2024-03-16 04:16:00,1263.58,Enviado
2547,421,2024-06-19 04:58:00,183.3,Entregue
2548,352,2024-06-16 17:44:00,825.0,Enviado
2549,690,2024-02-08 03:43:00,291.96,Entregue
2550,526,2024-06-11 01:34:00,1492.89,Entregue
2551,972,2024-06-01 21:39:00,3692.09,Processando
2552,638,2024-04-14 04:40:00,1220.14,Enviado
2553,319,2024-01-22 21:38:00,354.1,Entregue
2554,390,2024-03-08 07:12:00,2440.1,Entregue
2555,825,2024-03-02 04:46:00,793.03,Entregue
2556,289,2024-04-27 05:56:00,2489.89,Enviado
2557,59,2024-04-03 17:15:00,930.18,Enviado
2558,267,2024-02-21 01:51:00,1889.2,Entregue
2559,80,2024-01-21 22:53:00,240.95,Enviado
2560,685,2024-05-15 15:25:00,1112.1,Processando
2561,737,2024-03-09 11:55:00,2535.93,Entregue
2562,746,2024-04-09 22:36:00,2324.91,Entregue
2563,512,2024-03-25 14:25:00,618.99,Entregue
2564,917,2024-03-09 23:49:00,774.39,Entregue
2565,939,2024-06-11 10:12:00,516.93,Enviado
2566,246,2024-04-21 11:36:00,250.76,Entregue
2567,878,2024-03-10 12:24:00,692.91,Entregue
2568,609,2024-05-08 12:51:00,1542.4,Processando
2569,214,2024-03-12 04:05:00,1149.45,Enviado
2570,293,2024-04-04 00:34:00,1523.82,Entregue
2571,9,2024-05-26 10:59:00,614.95,Entregue
2572,634,2024-03-19 16:05:00,889.2,Entregue
2573,190,2024-04-12 19:09:00,656.74,Enviado
2574,963,2024-04-05 18:24:00,1763.83,Enviado
2575,865,2024-04-24 05:07:00,4044.91,Entregue
2576,246,2024-01-04 14:55:00,1327.23,Entregue
2577,140,2024-03-02 11:49:00,755.11,Entregue
2578,122,2024-03-09 05:24:00,1700.84,Enviado
2579,834,2024-03-14 01:42:00,573.52,Entregue
2580,667,2024-05-19 18:12:00,2320.95,Enviado
2581,919,2024-02-10 13:52:00,2285.37,Enviado
2582,796,2024-03-22 09:13:00,2626.64,Entregue
2583,58,2024-04-25 18:26:00,356.54,Enviado
2584,789,2024-04-27 07:06:00,2295.27,Entregue
